"0","Rive di Collato","random","false","!"
"1","Alatus Blend","Art","false","1"
"2","Oro De Tolo","Art","false","2"
"3","Masseria Surani Helios","Drinks","true","3"
"4","Olho de Mocho","Drinks","true","4"
"5","Magnifico","Drinks","false","!"
"6","Masso Tratta","Food","false","6"
"7","Avonlea","Food","false","7"
"8","Champ Gain","Art","true","8"
"9","Clos de la Commaraine Premier Cru","random","false","!"
"10","Buissonnier","Food","true","10"
"11","Alma Grande Reserva","Food","false","11"
"12","Le Sec du Clos","Drinks","false","!"
"13","Kaaimansgat Limited Edition","Drinks","true","!"
"14","The Bully","Drinks","false","!"
"15","Temperamento","Food","false","15"
"16","Bendigo Single Vineyard","Food","false","16"
"17","Liebenberg Federspiel","Food","false","!"
"18","Prelude","Art","false","!"
"19","JRG Red","random","false","!"
"20","El Pájaro Rojo","Art","true","!"
"21","Domaine la Soufrandière Climat les Quarts","Drinks","true","21"
"22","Dry Land","random","true","!"
"23","San Román","Drinks","true","!"
"24","Proprietor's Reserve Otis Vineyard","Food","false","24"
"25","Mercenary Glenrose Vineyard","Drinks","true","25"
"26","Patergarten","Art","false","26"
"27","Deer Gate","Art","true","27"
"28","Reserve Olivet","Food","false","28"
"29","Redwood's Edge","Drinks","true","!"
"30","Chloe's Breeze","Art","true","!"
"31","Unfiltered Old Vines","Art","true","31"
"32","Three Sons Cuvee","random","true","!"
"33","Mae's Vineyard","Drinks","true","!"
"34","Schug Estate","Food","true","!"
"35","Malleolus de Valderramiro","Drinks","true","35"
"36","Roseum Huerhuero","Food","false","!"
"37","Ribbon Ridge Estate Dry","Food","true","!"
"38","L'Enchanteur de Vray Croix de Gay","Drinks","true","38"
"39","Very Old Single Harvest","Drinks","true","!"
"40","Guttenberg","random","true","40"
"41","La Croix Boisée","Food","true","!"
"42","Lola Red","Art","false","42"
"43","Engelberg Grand Cru","Drinks","true","43"
"44","Virgola","Food","true","44"
"45","Znovín Znojmo","Drinks","false","45"
"46","Beachfront","random","true","!"
"47","Titiana Brut Pansa Blanca","Food","true","!"
"48","Domaine du Seuil","Art","false","!"
"49","Fiddlestix Vineyard The Barn Find","random","true","!"
"50","Luziafeld","random","false","50"
"51","Mont-Avril","Art","false","51"
"52","Maldoror","Drinks","true","52"
"53","Palpito","Food","false","!"
"54","Coleccion 125 Blanco Fermentado en Barrica","Art","true","!"
"55","Honoris de Valdubón","random","false","55"
"56","Juliard","Art","true","56"
"57","Seven Oaks","random","false","!"
"58","De Chanceny Rosé Brut","Food","true","58"
"59","Encontro Special Cuvée Bruto","Drinks","true","!"
"60","Biberius","random","false","60"
"61","Amerique","Food","false","61"
"62","Clos Triguedina Blanc Sec Vin de Lune","Food","true","62"
"63","Uncle Roget's","Food","false","!"
"64","Josephshöfer Spätlese","random","false","!"
"65","Marqués de Rodil Especial Palo Cortado","Food","false","65"
"66","Signature","Art","false","!"
"67","Breaking Ground","random","true","!"
"68","La Serra","Drinks","true","68"
"69","Nipozzano Vecchie Viti Riserva","random","false","!"
"70","Royal Red","Drinks","true","!"
"71","Axia Syrah Xinomavro","Food","true","!"
"72","On Point","Drinks","false","72"
"73","Outis Bianco","Drinks","true","73"
"74","Home Ranch Teldeschi Vineyards Century Old Vine","random","true","!"
"75","Nova Domus Riserva","Art","false","!"
"76","Zeiseneck","Art","true","76"
"77","Amorani","Food","true","77"
"78","Vigneto Fracia","Food","true","!"
"79","Les Grès","Drinks","false","79"
"80","Behind the Black Curtain Reserve","Art","true","80"
"81","Bellacana Vineyard","random","false","81"
"82","De l'Orée Ermitage","Drinks","true","82"
"83","Kiedrich Gräfenberg Auslese","Art","true","!"
"84","Cuvée Colette","Drinks","false","84"
"85","La Secrète","Art","false","!"
"86","Clos Mathis","Art","true","!"
"87","Cerretalto","Art","true","!"
"88","Gannon Vineyard","Art","false","88"
"89","Dineen Vineyard","Drinks","false","!"
"90","Famiglia Bianchi","random","true","!"
"91","The Shearer","Art","true","!"
"92","Chafandin","Art","false","92"
"93","Vi de Visciola","Art","false","!"
"94","Les Terres du Sud Viellies Vignes","Food","false","94"
"95","Nina's Cuvée","Art","false","!"
"96","Cambium","random","true","96"
"97","Dreambird","random","true","97"
"98","Champ de Mars","Art","true","!"
"99","La Muria","random","true","!"
"100","Castillo de Gormaz Crianza","Food","true","!"
"101","Tribute Estate Riverbend Vineyard","Food","false","!"
"102","Les Sables","Food","false","102"
"103","Les Sarres","random","false","!"
"104","Château d'Aydie","random","true","104"
"105","J&S; Reserve","Drinks","false","!"
"106","Unico Reserva Especial","random","true","106"
"107","Klipsun Vineyard","Food","true","!"
"108","Eagle Peak","random","true","!"
"109","Challen","random","false","109"
"110","Tardío Late Harvest","Drinks","true","!"
"111","Nicolas Reserve","Drinks","true","!"
"112","Kirchberg de Barr Grand Cru Clos Gaensbroennel","random","false","112"
"113","Townsend Vineyard","Drinks","true","113"
"114","La Chardonneraie","Drinks","false","114"
"115","Goat Trek Vineyard Block 6","random","false","115"
"116","Viña Salort Reserva","random","true","!"
"117","The Brasher Block Old Vine","Food","false","117"
"118","Artist Series Verna's Vineyard","Art","true","!"
"119","Nielsen Vineyard","Art","true","119"
"120","Millecento Riserva","Art","false","!"
"121","Little Yering","Food","true","!"
"122","Ferlingot","Drinks","true","!"
"123","Il Repertorio","Art","true","123"
"124","Special Reserve Ruby","Art","true","!"
"125","Les Murgers Premier Cru","random","false","125"
"126","Abtsberg Alte Reben Trocken","Food","true","!"
"127","Caractère","random","true","127"
"128","Papà Celso","random","false","128"
"129","Black St. Peters","Drinks","true","!"
"130","Reserva Upland Vineyard","Drinks","false","130"
"131","Tenuta di Budonetto Terre di Ottavia","Art","true","131"
"132","Laurelwood Blend","Art","false","132"
"133","Kick-On Ranch","random","false","!"
"134","Como Blanca","Drinks","true","!"
"135","Twelve Falls Estate Grown","Art","false","!"
"136","Aero Bos","Food","false","136"
"137","Laumersheimer Kapellenberg Kabinett Trocken","Drinks","false","!"
"138","Eola-Amity Hills Select","Drinks","false","138"
"139","La Entrada","Food","false","139"
"140","La Demoiselle de Bourgeois","random","true","!"
"141","Mt. Harlan Cuvée","random","true","!"
"142","Carodorum Issos Crianza","Food","true","142"
"143","Desiderio Jeio Brut","Food","false","!"
"144","Lot 246","random","false","!"
"145","N'Anticchia","Food","false","145"
"146","Ancestor Selections Vineyard","Food","false","!"
"147","Obsidian Ridge Vineyard Reserve","random","false","!"
"148","Hilliard Bruce Vineyard","Drinks","true","148"
"149","424 Red Blend","random","false","!"
"150","La Source","random","false","!"
"151","Pilosdoro","Food","true","151"
"152","The Great Amarolo","Art","true","!"
"153","Francesco Iacono Dosaggio Zero Riserva","Drinks","true","153"
"154","Compendium","Art","true","!"
"155","Capocolle","random","false","!"
"156","Grande Sendrée Brut","Food","false","!"
"157","Extra Brut Cuvée Réserve","Food","false","!"
"158","MonTald","Food","false","158"
"159","Les Abeilles","random","true","159"
"160","Renaissance","Art","false","!"
"161","Block 6 Reserve La Vista Vineyard","Art","true","!"
"162","Herrenberg Superior","Art","true","162"
"163","Sensation","Art","true","!"
"164","Axel Primero","Drinks","false","!"
"165","La Foia","Drinks","true","!"
"166","Morgado Santa Catherina","Drinks","true","!"
"167","1955 Extra Dry","Art","false","!"
"168","Crocera","Drinks","true","!"
"169","Pago Negralada","random","true","169"
"170","Harmony","Art","false","!"
"171","Sauvignon Blanc-Sémillon","Food","true","171"
"172","Simpson Ridge","Art","false","172"
"173","Le Grand-Pere Estate Grown","Art","false","!"
"174","Estate Made with Organic Grapes","Food","true","174"
"175","Château des Bachelards","Drinks","false","!"
"176","Coteau de la Biche Sec","Drinks","true","176"
"177","Sommelier Quality Fifty-Fifty","Drinks","true","!"
"178","Bella Vigna","Art","false","178"
"179","Alma de Vino","Food","true","!"
"180","Reserve Marchigüe Estate","random","true","!"
"181","Il Prosecco","Drinks","false","181"
"182","Indian Valley Vineyard","random","true","182"
"183","Syrah-Garnacha Tinta-Carignan","Art","false","!"
"184","Cabernet Sauvignon-Malbec-Merlot","Drinks","false","184"
"185","Eternity Sparkling Cuvée","Food","false","185"
"186","Musician's Jack Rabbit Flat Vineyard","Food","false","186"
"187","Transformation Proprietary Blend","random","true","187"
"188","El Circo Acróbata","Art","false","!"
"189","Avesso & Azal","Drinks","true","189"
"190","Angela's Cuvee","Food","true","190"
"191","Sundance Vineyard","random","true","191"
"192","Furnace Mountain Dry","random","true","!"
"193","Evangelo","random","false","!"
"194","Villa Grand Cap","Art","false","!"
"195","Three Palms Vineyard","random","true","195"
"196","Bridão Reserva Tinto","Food","false","196"
"197","M Smaragd","Food","true","197"
"198","Eco Made From Organic Grapes","Food","false","!"
"199","Barrel 16","random","false","!"
"200","Will's Hill Vineyard","random","true","200"
"201","Río Negro","Art","true","!"
"202","Complexity","Art","true","!"
"203","Aliwen Reserva","Art","false","203"
"204","Lot 140","random","true","204"
"205","Bunan Selection","Art","false","!"
"206","Morgeot","Food","true","!"
"207","Haynes Vineyard","Art","false","207"
"208","Castell de Raimat","Food","true","!"
"209","Dovev Single Vineyard","Food","false","209"
"210","Val Saint-Gregoire","Art","true","!"
"211","Long Valley Red Limited Estate Reserve","Food","false","211"
"212","Destiny Ridge Vineyard ‘Shepherd's Mark'","Art","false","212"
"213","Extra Brut Late Disgorged Reserve Cuvée","Art","true","!"
"214","Borges Quinta da Soalheira","Food","true","214"
"215","Lot 1 Auction Reserve","random","false","!"
"216","Vorgeschmack","Art","false","216"
"217","Companhia das Lezírias Catapereiro Tinto","random","true","217"
"218","Clos des Mouches Premier Cru","random","false","218"
"219","Treborce Reserve","Food","false","219"
"220","Domaine Drouhin-Vaudon Premier Cru","Drinks","false","!"
"221","Brilliant White Wine","Drinks","true","221"
"222","Kiedrich Gräfenberg Erstes Gewächs Trocken","random","false","!"
"223","Yountville Selection","Food","true","223"
"224","Gran Reserva Limited Edition","Food","false","!"
"225","Timnah Bloc","Food","true","225"
"226","Quarantacinque Riserva","Art","true","!"
"227","Spring Creek","Art","true","!"
"228","Winery Exclusive","random","false","228"
"229","Vale da Mata","random","true","229"
"230","River Road","random","false","!"
"231","Vitalba in Anfora","random","true","231"
"232","Oh! Biarnesa","Drinks","true","!"
"233","Munjebel Rosso 9","random","false","233"
"234","Boschi dei Signori","random","false","234"
"235","Erminia De Meo","Drinks","true","235"
"236","Chevalier de Saint-André","Drinks","true","236"
"237","Santa Teresa d'Avila Homenagem","Food","true","!"
"238","Side Saddle","Drinks","false","!"
"239","O'Neel Vineyard","Drinks","true","239"
"240","Estate Home Ranch","Food","false","240"
"241","Meia Pipa Private Selection Castelão-Syrah","random","false","!"
"242","Dolç Organic","random","false","242"
"243","Private Reserve Don Melchor","Art","false","!"
"244","Graham Family Vineyard","Art","false","!"
"245","The Soloist","Food","true","!"
"246","Essenzia di Caiarossa","Art","true","246"
"247","Navarrouge","Food","true","!"
"248","Casot Riserva","random","true","248"
"249","La Rocca e la Pira Riserva","Drinks","false","!"
"250","The Blend","Art","true","!"
"251","Miraval Extra Dry Millesimato","Art","false","251"
"252","Les Pêcherines Vieilles Vignes Premier Cru Brut","Art","false","!"
"253","QV Tinto","Food","true","253"
"254","Santa Digna Reserve","Food","true","254"
"255","Rosé Dry","Drinks","true","255"
"256","Rondell St. Magdalener","Art","false","256"
"257","Iselis Bianco","Art","false","257"
"258","Dryfarmed Old Vine","Drinks","true","258"
"259","Grace Dry Blaufränkisch","Food","true","259"
"260","Vaillon Premier Cru","random","false","!"
"261","One Toe Duck","random","false","261"
"262","Lareith","random","true","!"
"263","La Solatia","Food","true","!"
"264","Florières","Drinks","false","!"
"265","Brut Nature Reserva","random","true","265"
"266","Vermentino del marchese","random","true","!"
"267","Telfryn & Calder","Drinks","false","!"
"268","Sancerre","Drinks","false","268"
"269","Duque de Medina Reserva Old Vine","Art","false","!"
"270","12 Clones","Art","true","270"
"271","Estate Coccineous","random","false","271"
"272","Eric's Small Lot","Art","true","!"
"273","Vigneto Cerequio","Food","true","!"
"274","Brut Millesimato Motus Vitae","random","true","!"
"275","Grosse Lage","Art","true","275"
"276","Loiser Berg","Food","true","276"
"277","Verga Collection","Art","true","277"
"278","Abafado 5 years","Drinks","false","!"
"279","Domaine Sainte-Claire","Drinks","true","279"
"280","Il Bosco di Grazia Riserva","Art","true","280"
"281","Monte Alentejano Branco","random","false","!"
"282","Manso de Velasco Viñas Viejas","Drinks","true","282"
"283","Guardiola","Art","true","!"
"284","Les Bouffants","random","true","!"
"285","Paterno","Food","true","!"
"286","Bin 568 Late Harvest","random","true","!"
"287","Nine Vines Grenache-Shiraz","Drinks","true","287"
"288","The Renaissance of","Art","true","288"
"289","Rutherford Bench Reserve","Food","true","289"
"290","Les Algrots Premier Cru","random","false","290"
"291","Winemaker's Selection","Food","true","!"
"292","Bacchus Vineyard","random","false","292"
"293","Bougros Côte Bouguerots Grand Cru","Food","false","!"
"294","Riserva Vigna Flaminio","random","true","294"
"295","Selección Reserva","Art","false","!"
"296","Mill Station Road","Drinks","true","296"
"297","La Gran Blend","Drinks","false","297"
"298","Junge Reben Kabinett Trocken","Drinks","false","298"
"299","Vintage Estate Dessert Wine Wilridge Vineyard","Drinks","false","!"
"300","Colle di Giove","Art","true","!"
"301","Fior di Ginestre Passito 500ml","Art","true","301"
"302","Vitisterra Grand Reserve","Food","true","!"
"303","Plenipotentiary Estate Grown","Food","true","!"
"304","Turbidity Current","Art","true","!"
"305","Iron Hill Vineyard","Art","false","!"
"306","Crianza Selected Harvest","Drinks","false","306"
"307","La Costa Riserva","Drinks","false","307"
"308","Brousseau Vineyard","Drinks","false","308"
"309","Cuvée Pillebourse","random","true","309"
"310","James Berry Vineyard","Art","false","!"
"311","Kirchberg","Food","false","311"
"312","Hrumki Syrah Melnik 55 Mourvèdre Marselan","Drinks","true","!"
"313","Meridia","Drinks","true","313"
"314","Poor Ranch Vineyards","Drinks","true","!"
"315","Brand Grand Cru","Food","true","!"
"316","Barrel Fermented Reserve","Food","false","!"
"317","Clos de la Vieille Chaussée Anne de Bretagne","random","true","!"
"318","La Coulée du Méridien","Art","false","318"
"319","Sea Mist Single Site","Food","true","319"
"320","Evel Reserva","Food","false","320"
"321","Frank Johnson","Drinks","false","!"
"322","Le Ghiaie","Art","true","322"
"323","Casteller Reitsteig","Art","false","323"
"324","Arleyna","random","true","324"
"325","Pinot Noir Brut Reserva Rosé","Art","false","!"
"326","Silver Eagle Vineyard","Art","true","326"
"327","Cassiopeia Wentzel Vineyard Clone 115","random","true","327"
"328","Fromm Vineyard","Art","false","!"
"329","Torricella","Food","false","!"
"330","Marín Old Vine","Art","false","!"
"331","Aubry de Humbert Brut","Art","false","331"
"332","Le Marigny","Drinks","true","332"
"333","Little Fawn","Drinks","false","!"
"334","Vinum Pro Virtus Aresenal","Drinks","false","!"
"335","Les Vieux Murs","Food","true","335"
"336","3 Bastards","Art","false","336"
"337","Chiaramanti","Art","false","337"
"338","Tinto 6 Meses en Barrica","random","true","!"
"339","Adriano White Reserva","Drinks","true","339"
"340","Altavilla della Corte","Drinks","false","!"
"341","Soldier's Block Vineyard","random","false","!"
"342","Réjouissant","Food","false","342"
"343","Cebada Vineyards Rose of","Drinks","true","!"
"344","Garassino","Drinks","true","344"
"345","Te Rehua Single Vineyard","random","false","345"
"346","Estate Grown Sunset VIneyard","Art","true","346"
"347","Erbacher Steinmorgen Auslese","Art","false","347"
"348","Lester Family Vineyard","Art","true","348"
"349","Seraphim","Drinks","true","!"
"350","Monte Mayor Branco","random","false","350"
"351","Crimson & Clover Reserve","Food","false","!"
"352","Valley View VIneyard","Food","false","!"
"353","Special Reserve Kosher","Drinks","false","353"
"354","Talitha Cumi Bloc in Prayer Rock Vineyards","Food","true","!"
"355","Vaucluse","Art","true","355"
"356","Comondor","Food","false","!"
"357","Goulée de Cos d'Estournel","random","true","!"
"358","Yasmin Red","Drinks","false","!"
"359","Alessandro Vineyard","random","false","359"
"360","White Satin","Art","false","360"
"361","Riserva Cent'Anni","Art","true","361"
"362","8 by Château les Valentines","Food","false","!"
"363","Semi Seco","Art","true","363"
"364","Marquès de Borba","random","false","364"
"365","Bergulé","Food","false","365"
"366","Trasolo","Drinks","false","366"
"367","St. Jakobi Single Vineyard","Food","false","367"
"368","Clos Bernarde Rosé de 1ère Taille","Drinks","true","!"
"369","Vintage Brut Rosé","Art","false","!"
"370","Identité","Food","true","!"
"371","Amador Zinfandel","random","true","371"
"372","Mischief","Food","false","372"
"373","Alpha One Unfiltered","Drinks","false","373"
"374","You be the judge!","Drinks","true","374"
"375","Brut LD","Art","true","!"
"376","Big Bend Reserve","Drinks","true","376"
"377","Pedregal","Food","true","377"
"378","Argeo Brut","Drinks","false","!"
"379","Les Renardes","Food","true","379"
"380","Gold Seal Vineyards","Drinks","false","380"
"381","Gran Reserva Assemblage","Art","false","381"
"382","Falcoaria Branco","Drinks","false","!"
"383","GB del Maggio","Food","true","!"
"384","Aithos Rosso","Art","true","!"
"385","Give Me Five By Javier Rodriguez","random","true","385"
"386","Crazy Creek Vineyard Estate Bottled","Drinks","false","!"
"387","Hedone Rosso","random","true","!"
"388","Baruffo","Art","true","!"
"389","Lady Hawk","Food","false","389"
"390","Casa de Vinas, Micro-Lot Reserve","random","false","390"
"391","The Pict","Art","true","!"
"392","Herdade de São Miguel Art.Terra Amphora Branco","Art","true","!"
"393","Vom Berg","Drinks","true","393"
"394","Apiliotis","Drinks","true","394"
"395","Terre d'Apollon","Food","false","395"
"396","Falcoaria Clássico","Food","true","396"
"397","Chaponnière","Food","false","!"
"398","Willi & Vincent","random","false","398"
"399","Réserve Francis Courselle","Art","false","399"
"400","Proprietor's  Cuvée","Drinks","true","400"
"401","Once Upon a Time Szamorodni Sweet","Art","true","401"
"402","Esporão Colheita","Food","false","!"
"403","Limited Edition Canyon Vineyard Ranch","Food","true","403"
"404","L'Exception","Food","true","404"
"405","Thatcher Bay Vineyard","Food","false","405"
"406","L'Estro del Mastro 500 ml","random","false","!"
"407","Tenuta Ibidini","Food","false","407"
"408","Bricco Rocca Tistot Riserva","Food","true","!"
"409","Casa Ermelinda Freitas Monte da Baía Branco","Art","false","!"
"410","First Growth","random","true","!"
"411","Serie Riberas Gran Reserva Ribera del Maule","Art","true","!"
"412","Citrine","random","false","!"
"413","Blue Eye","Drinks","true","!"
"414","Sophie de Rollat","Drinks","true","414"
"415","Bien Nacido VIneyard","Food","false","415"
"416","Los Cardos","Food","true","!"
"417","Macaw Aromatic Soft","Art","false","!"
"418","Nimbus Estate Single Vineyard","Drinks","false","!"
"419","Omaggio a Quintino Sella","Drinks","false","419"
"420","Montrevenots Premier Cru","Art","true","420"
"421","Nativo Estate","Food","true","!"
"422","Sideral","random","true","!"
"423","Special Release Reserva","Food","true","423"
"424","Molera Extra Dry","Food","true","!"
"425","Ab Ericio","Food","true","!"
"426","Gemstone Vineyard","random","true","426"
"427","Benchmark","random","false","!"
"428","Kopar Cuvée","Drinks","false","!"
"429","Weinbau Vineyard Block 10","random","true","!"
"430","Moulin des Costes","random","false","!"
"431","Joyau de France Brut Rosé","random","false","!"
"432","Humphreys Vineyard","random","false","!"
"433","Vers Pouilly","random","true","433"
"434","Baldero","random","true","434"
"435","Chiantari","Art","false","!"
"436","Il Carbonaione","random","true","436"
"437","Atisis Cornell","Food","false","437"
"438","Akiko's Cuvee","Food","true","!"
"439","Stone Cairn","random","true","439"
"440","Prestige Cuvée Brut","random","false","!"
"441","Vigna di Pallino","random","false","!"
"442","Royal Reserve","Drinks","false","442"
"443","Gilgal White","random","true","443"
"444","Storm King Red","Food","false","444"
"445","The Divining Rod","Drinks","false","445"
"446","Floodgate Vineyard Rock Hill","Food","true","446"
"447","Putnam Vineyard Pinot de Ville","Drinks","false","447"
"448","Inattendue Extra Brut Blanc de Blancs","random","true","448"
"449","Pfaffenberg","random","true","449"
"450","Piesporter Goldtröpfchen Erste Lage Kabinett","Art","false","!"
"451","Fino Muy Seco","Art","true","!"
"452","Maple Station Estate Grown","Food","false","!"
"453","Vigna Serraboella","Food","false","453"
"454","La Pilar","random","true","!"
"455","Pavo Real","random","true","!"
"456","L'Aristocratico","Drinks","true","!"
"457","Ros de Pacs Organic Farming Cabernet-Merlot-Syrah","Drinks","true","!"
"458","Il Nostro","random","false","458"
"459","Dutton Ranch Morelli Lane Vineyard","Art","true","459"
"460","Clos de la Folie","Art","true","460"
"461","Massaccio","Art","true","461"
"462","Ultimus","Art","true","462"
"463","Gran Ricardo","Art","false","463"
"464","Pinot for Paws","Art","false","464"
"465","Podere Il Caio","Food","true","!"
"466","Cuvée Indigène","Food","true","!"
"467","Nectar de Carneros Sweet","Food","false","!"
"468","La Bolida","random","true","!"
"469","Contado","Food","true","469"
"470","Slate Hill","random","false","!"
"471","Ungsteiner Herrenberg Spätlese","random","false","471"
"472","Blanc de Noirs Brut","random","true","!"
"473","Serie Magno Gran Reserva","Food","true","!"
"474","Ghost Winery","Drinks","false","!"
"475","Clos Triguedina Malbec","random","false","475"
"476","Baroque","Food","true","476"
"477","Dutton Palms Vineyard","Drinks","false","!"
"478","Ronc di Juri","random","true","478"
"479","Portada Branco","Art","true","479"
"480","Buntsandstein Trocken","Food","false","!"
"481","Deep Sea","Art","false","481"
"482","Blue Groove","random","false","!"
"483","Carolina Marengo per KISA","Drinks","false","!"
"484","La Vista Vineyard","Art","true","484"
"485","A la Percenette","Food","true","485"
"486","Tradition Rosé Brut","random","false","!"
"487","Ried Steinsetz Reserve","Art","false","!"
"488","Richard Sauret Vineyard","Food","false","!"
"489","Indian Springs Ranch Vineyard","Art","true","!"
"490","Paso Rouge Alto Pomar Vineyard","Food","true","!"
"491","Château Terrebonne Coeur de Cuvée","Food","true","491"
"492","Gran Tonel 137","random","true","492"
"493","Sonoma Coast Blend","Art","false","!"
"494","Atrevida","Food","true","!"
"495","Giuliani Vineyard","random","false","495"
"496","Rosé de Bonnet","Drinks","true","496"
"497","Amalie's Cuvée","Art","false","!"
"498","Maple Vineyard","Food","false","498"
"499","Malhadinha Branco","Drinks","false","499"
"500","The Prologue Sparkling Pinot Noir-Chardonnay","Drinks","true","500"
"501","Hat Trick","Drinks","false","501"
"502","Jubilée","Art","false","!"
"503","Gaudo al Melo Rosso","Food","false","503"
"504","La Fiole","random","true","504"
"505","Rosa di Fonterenza","Art","false","505"
"506","Gorgeous Syrah Destiny Ridge Vineyard","Art","false","506"
"507","Bien Nacido Vineyard ZB","Food","false","507"
"508","Stella Mae Red","Food","false","!"
